VR17_01,-1,VR17_B+_LS,1,VR17_B+_HS,446.097427877214
VR17_02,-1,VR17_B_LS,1,VR17_B_HS,344.049815784528
VR17_03,-1,VR17_C+_LS,1,VR17_C+_HS,512.83213125237
VR17_04,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34430902690997
VR17_05,-1,VR17_Al_LS,1,VR17_Al_HS,344.21717552904
VR17_06,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.451158094738
VR17_07,-1,VR17_Ga+_LS,1,VR17_Ga+_HS,548.228717216658
VR17_08,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.85937156698003
VR17_09,-1,VR17_Ge+_LS,1,VR17_Ge+_HS,578.604513471084
VR17_10,-1,VR17_F_LS,1,VR17_F_HS,1227.039885590796
VR17_11,-1,VR17_Ne+_LS,1,VR17_Ne+_HS,1612.0091615340061
VR17_12,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.28880031936
VR17_13,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.8692163702741
VR17_14,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.21912701087
VR17_15,-1,VR17_Br_LS,1,VR17_Br_HS,765.3361615378379
VR17_16,-1,VR17_Kr+_LS,1,VR17_Kr+_HS,989.514552439152
VR17_17,-1,VR17_Kr_LS,1,VR17_Kr_HS,1355.321137635738
V9_01,-1,VR17_B+_LS,1,VR17_B+_HS,446.097427877214
V9_02,-1,VR17_B_LS,1,VR17_B_HS,344.049815784528
V9_03,-1,VR17_C+_LS,1,VR17_C+_HS,512.83213125237
V9_04,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34430902690997
V9_05,-1,VR17_Al_LS,1,VR17_Al_HS,344.21717552904
V9_06,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.451158094738
V9_07,-1,VR17_Ga+_LS,1,VR17_Ga+_HS,548.228717216658
V9_08,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.85937156698003
V9_09,-1,VR17_Ge+_LS,1,VR17_Ge+_HS,578.604513471084
R8_01,-1,VR17_F_LS,1,VR17_F_HS,1227.039885590796
R8_02,-1,VR17_Ne+_LS,1,VR17_Ne+_HS,1612.0091615340061
R8_03,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.28880031936
R8_04,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.8692163702741
R8_05,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.21912701087
R8_06,-1,VR17_Br_LS,1,VR17_Br_HS,765.3361615378379
R8_07,-1,VR17_Kr+_LS,1,VR17_Kr+_HS,989.514552439152
R8_08,-1,VR17_Kr_LS,1,VR17_Kr_HS,1355.321137635738
V4_01,-1,VR17_B_LS,1,VR17_B_HS,344.049815784528
V4_02,-1,VR17_Al+_LS,1,VR17_Al+_HS,445.34430902690997
V4_03,-1,VR17_Si+_LS,1,VR17_Si+_HS,521.451158094738
V4_04,-1,VR17_Ga_LS,1,VR17_Ga_HS,428.85937156698003
R4_01,-1,VR17_Ne_LS,1,VR17_Ne_HS,2625.28880031936
R4_02,-1,VR17_Cl_LS,1,VR17_Cl_HS,863.8692163702741
R4_03,-1,VR17_Ar_LS,1,VR17_Ar_HS,1582.21912701087
R4_04,-1,VR17_Br_LS,1,VR17_Br_HS,765.3361615378379
